Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Total effort hours,Performance Index
9,54,No,6,2,11,53
2,76,No,4,5,7,55
2,89,No,8,3,5,66
9,92,Yes,9,5,14,87
3,59,No,8,6,9,43
8,47,No,8,7,15,39
9,71,No,7,5,14,68
8,86,No,9,3,11,81
4,60,Yes,7,8,12,45
1,96,No,9,6,7,75
4,80,No,7,8,12,64
9,58,Yes,7,2,11,54
2,68,No,6,4,6,45
3,97,Yes,8,0,3,75
8,70,Yes,6,7,15,64
6,93,Yes,7,0,6,81
8,45,No,6,0,8,39
7,43,Yes,8,6,13,38
5,82,Yes,8,7,12,72
9,68,Yes,7,2,11,67
4,81,No,8,1,5,66
6,42,Yes,6,6,12,32
2,40,Yes,5,9,11,17
2,83,Yes,8,4,6,59
2,94,No,6,0,2,70
7,54,Yes,6,1,8,41
2,86,Yes,6,2,4,62
2,60,No,8,5,7,38
9,85,No,5,0,9,81
7,97,No,7,7,14,88
3,70,Yes,7,1,4,46
3,46,Yes,8,4,7,25
7,56,Yes,8,7,14,48
5,95,Yes,4,4,9,81
6,58,No,9,7,13,49
8,78,Yes,5,5,13,72
9,99,No,6,6,15,96
1,42,Yes,9,7,8,17
3,69,Yes,6,2,5,48
7,74,Yes,9,4,11,69
6,97,No,7,9,15,85
7,96,No,9,6,13,85
8,68,No,8,8,16,64
6,89,No,5,5,11,79
3,91,Yes,7,9,12,74
2,93,Yes,9,0,2,69
7,53,Yes,5,7,14,44
1,74,Yes,8,5,6,50
3,67,Yes,6,0,3,48
4,97,No,4,3,7,77
1,69,No,5,5,6,46
5,65,Yes,6,9,14,51
3,46,Yes,5,0,3,23
2,78,Yes,5,9,11,56
3,70,Yes,5,4,7,47
8,44,No,8,2,10,42
6,74,Yes,7,6,12,64
7,89,Yes,5,7,14,80
6,86,Yes,8,2,8,73
6,91,Yes,4,9,15,80
3,53,No,7,2,5,34
8,75,Yes,8,2,10,69
7,66,No,4,5,12,54
7,63,No,7,5,12,56
6,79,Yes,8,2,8,66
5,68,Yes,4,5,10,53
8,92,Yes,8,8,16,89
5,84,Yes,4,7,12,70
9,61,Yes,5,6,15,59
9,47,No,5,6,15,41
1,54,No,7,7,8,28
6,88,No,4,6,12,75
7,44,No,5,2,9,34
3,91,No,7,7,10,68
7,43,Yes,6,7,14,32
7,50,Yes,5,0,7,44
2,57,No,5,9,11,35
7,81,Yes,9,4,11,74
1,88,Yes,8,4,5,64
5,69,No,6,0,5,57
9,54,No,4,5,14,46
7,45,No,7,5,12,36
7,94,Yes,6,3,10,85
2,92,No,4,5,7,71
8,55,No,5,5,13,49
3,86,Yes,9,0,3,71
8,79,Yes,7,4,12,76
3,48,No,7,1,4,26
7,82,Yes,6,6,13,74
2,98,No,8,8,10,78
4,73,Yes,4,8,12,59
6,66,No,9,8,14,55
9,52,Yes,9,6,15,51
5,75,Yes,6,6,11,57
9,66,Yes,8,0,9,63
5,48,No,8,5,10,37
8,44,No,8,4,12,41
1,90,No,7,7,8,67
7,61,Yes,4,7,14,56
4,70,Yes,4,3,7,51
5,42,Yes,6,0,5,26
6,69,No,5,5,11,56
5,60,Yes,6,9,14,48
1,74,No,4,0,1,52
9,45,No,7,4,13,42
2,67,No,6,4,6,41
9,71,No,5,2,11,64
2,81,No,9,4,6,57
9,76,Yes,6,5,14,72
6,64,Yes,8,4,10,52
9,71,Yes,5,0,9,67
6,74,Yes,8,6,12,61
6,61,Yes,7,2,8,51
2,63,Yes,4,6,8,42
8,78,No,6,4,12,71
3,93,Yes,6,2,5,74
7,69,No,8,5,12,62
5,89,No,8,0,5,76
3,71,No,4,5,8,50
1,70,No,6,3,4,42
8,62,No,4,3,11,55
3,79,Yes,8,4,7,60
2,72,Yes,9,8,10,52
1,64,Yes,8,0,1,36
4,75,No,5,2,6,53
8,63,Yes,8,3,11,54
3,70,Yes,8,1,4,47
1,97,No,9,8,9,70
4,78,No,4,6,10,62
9,85,Yes,5,0,9,82
1,52,No,5,8,9,26
2,49,No,6,5,7,25
9,62,No,9,1,10,55
2,57,Yes,7,0,2,34
3,71,No,6,5,8,51
7,72,No,6,6,13,63
3,75,No,6,9,12,54
9,67,No,5,5,14,62
6,55,No,4,6,12,43
3,55,Yes,8,5,8,34
9,57,Yes,5,7,16,56
1,47,No,8,1,2,24
3,81,No,8,8,11,65
1,55,Yes,7,8,9,31
2,94,Yes,6,8,10,72
8,95,No,7,6,14,90
7,50,No,6,8,15,43
2,45,Yes,5,0,2,23
2,40,No,8,2,4,18
9,51,No,7,1,10,44
6,96,Yes,9,0,6,84
5,77,Yes,5,4,9,62
6,67,Yes,5,0,6,56
9,84,Yes,9,2,11,87
7,97,No,6,5,12,89
9,56,No,8,5,14,55
4,40,No,6,2,6,18
2,71,No,6,3,5,46
8,47,Yes,5,6,14,42
4,93,Yes,6,5,9,72
9,79,No,4,1,10,75
4,95,No,9,8,12,79
8,82,No,9,5,13,78
9,85,Yes,8,1,10,81
9,63,Yes,9,6,15,63
4,49,Yes,6,9,13,35
1,86,No,6,9,10,63
3,78,No,7,3,6,59
9,78,No,8,0,9,76
4,49,Yes,8,9,13,33
5,75,No,9,8,13,62
7,64,Yes,6,9,16,58
5,99,No,4,7,12,82
4,89,No,7,4,8,73
2,98,Yes,4,2,4,75
2,96,Yes,6,3,5,71
4,49,No,8,2,6,30
9,58,Yes,8,9,18,58
8,85,Yes,4,7,15,80
3,84,Yes,5,4,7,65
9,54,Yes,6,7,16,51
5,55,Yes,8,0,5,44
3,41,No,9,8,11,23
5,68,No,5,9,14,56
4,43,No,8,2,6,25
8,92,No,9,0,8,89
5,89,Yes,8,2,7,75
8,68,No,5,1,9,60
9,70,Yes,4,6,15,64
4,56,No,6,9,13,40
7,49,No,5,3,10,37
2,66,Yes,5,6,8,42
6,92,No,8,2,8,78
8,80,No,9,5,13,72
7,54,No,5,6,13,44
7,99,No,6,6,13,89
8,83,No,4,4,12,77
7,70,No,9,5,12,62
5,60,No,4,2,7,46
7,99,Yes,4,3,10,94
3,98,No,6,5,8,80
5,97,No,8,2,7,83
7,80,No,9,6,13,74
9,85,No,9,2,11,85
2,84,No,6,8,10,61
4,99,No,9,3,7,85
7,65,Yes,5,1,8,58
1,77,No,7,5,6,52
2,90,No,7,8,10,69
9,75,Yes,7,9,18,78
7,91,Yes,4,9,16,82
7,56,No,9,1,8,47
6,90,No,6,3,9,79
3,42,No,9,4,7,21
3,53,Yes,6,8,11,33
2,88,Yes,9,6,8,65
6,52,No,4,4,10,35
4,80,No,5,5,9,63
5,66,Yes,7,8,13,50
3,40,Yes,7,3,6,18
6,96,Yes,9,1,7,88
3,56,Yes,4,4,7,35
8,87,No,7,6,14,82
9,89,Yes,9,3,12,87
4,73,Yes,8,0,4,59
9,53,No,9,7,16,56
7,93,Yes,6,4,11,86
3,94,No,7,9,12,70
7,98,Yes,7,1,8,90
1,56,No,8,2,3,28
3,42,Yes,5,9,12,21
6,73,No,9,9,15,64
4,79,No,5,4,8,61
7,64,Yes,9,3,10,54
3,41,No,8,8,11,20
1,73,No,5,8,9,49
9,65,Yes,4,7,16,65
6,70,No,8,1,7,61
8,48,No,9,4,12,40
3,69,Yes,6,7,10,49
8,59,Yes,6,7,15,52
2,60,No,6,6,8,38
4,68,No,9,3,7,51
3,98,No,7,2,5,76
1,64,No,8,7,8,42
7,77,No,8,7,14,68
2,97,Yes,5,9,11,77
4,83,No,8,4,8,65
9,64,Yes,8,2,11,63
6,48,Yes,5,4,10,35
8,78,Yes,8,3,11,71
2,83,Yes,8,7,9,64
7,65,No,4,1,8,53
6,96,No,9,7,13,87
9,76,No,5,9,18,71
7,55,Yes,4,5,12,43
1,76,Yes,7,3,4,54
8,51,No,5,2,10,44
3,63,Yes,9,9,12,45
2,65,No,8,4,6,42
3,59,Yes,8,5,8,38
6,48,Yes,4,0,6,36
3,62,Yes,4,0,3,43
5,78,Yes,7,9,14,67
6,68,Yes,7,2,8,58
8,70,Yes,9,1,9,64
7,58,Yes,8,0,7,51
8,59,No,6,7,15,57
3,62,No,7,0,3,40
4,82,Yes,8,9,13,68
6,66,Yes,7,7,13,58
7,69,No,5,4,11,63
9,60,Yes,4,3,12,56
1,83,No,8,7,8,60
8,74,No,7,7,15,68
8,88,No,4,7,15,82
6,46,No,6,2,8,33
4,61,No,7,7,11,47
3,49,Yes,8,0,3,32
3,62,Yes,5,3,6,39
6,54,No,4,4,10,41
8,69,Yes,4,5,13,61
7,73,No,5,4,11,63
1,52,Yes,8,4,5,27
6,99,Yes,9,4,10,88
7,43,Yes,6,8,15,35
7,57,Yes,9,9,16,48
9,95,Yes,5,9,18,95
5,62,Yes,6,2,7,48
1,72,Yes,8,1,2,45
2,73,Yes,7,9,11,49
4,73,No,7,1,5,57
5,75,No,9,7,12,61
9,74,Yes,8,4,13,75
1,56,Yes,6,4,5,26
3,67,Yes,9,5,8,47
5,53,No,5,8,13,37
3,73,Yes,9,6,9,55
4,87,Yes,8,4,8,73
3,50,No,8,4,7,30
4,96,No,7,9,13,80
1,52,No,5,8,9,24
8,72,Yes,7,8,16,66
4,96,No,6,1,5,77
7,94,Yes,6,6,13,86
2,41,No,4,9,11,13
2,73,Yes,8,0,2,52
6,92,Yes,5,3,9,80
2,68,Yes,5,1,3,44
6,76,No,7,9,15,68
2,43,Yes,9,8,10,23
4,51,Yes,9,5,9,36
7,65,Yes,7,3,10,58
8,97,No,9,2,10,91
3,67,Yes,5,3,6,48
9,42,Yes,7,1,10,40
2,59,Yes,9,4,6,33
8,49,Yes,4,8,16,46
8,91,No,8,5,13,87
4,57,Yes,4,1,5,39
1,92,No,9,5,6,70
1,92,No,6,8,9,67
2,92,Yes,5,3,5,68
9,66,No,4,0,9,61
2,70,No,4,1,3,51
2,66,No,7,4,6,43
6,81,Yes,7,9,15,70
7,40,No,7,6,13,34
7,45,No,9,7,14,33
9,50,Yes,6,2,11,46
6,73,Yes,4,8,14,60
8,78,No,8,1,9,73
6,59,No,7,3,9,47
2,92,No,6,3,5,67
1,60,Yes,9,5,6,37
5,60,No,6,9,14,44
9,57,Yes,7,5,14,55
8,60,No,5,2,10,52
4,58,No,4,8,12,42
5,43,Yes,7,4,9,28
5,52,No,8,1,6,31
6,57,Yes,4,5,11,42
3,91,No,6,2,5,71
5,68,Yes,8,7,12,54
2,64,Yes,4,2,4,42
1,95,No,8,4,5,68
1,52,Yes,6,3,4,27
7,66,No,7,3,10,59
2,99,Yes,8,1,3,77
4,58,Yes,7,7,11,43
5,88,Yes,6,2,7,73
7,40,No,6,3,10,31
2,77,Yes,8,5,7,55
6,58,Yes,8,8,14,49
1,91,Yes,6,3,4,65
7,40,No,8,2,9,30
9,79,No,8,4,13,75
5,56,Yes,8,8,13,43
5,60,Yes,9,0,5,49
4,61,No,8,4,8,44
3,54,Yes,4,3,6,35
9,89,Yes,6,4,13,88
5,78,Yes,6,6,11,65
8,87,Yes,5,6,14,82
9,78,Yes,7,6,15,76
5,71,Yes,5,0,5,54
9,88,No,8,8,17,90
2,43,Yes,8,6,8,23
9,83,Yes,4,3,12,79
4,84,No,4,3,7,65
6,71,No,4,1,7,59
6,43,No,4,5,11,28
6,92,No,4,9,15,79
2,40,Yes,4,2,4,11
7,72,No,4,0,7,61
6,46,Yes,4,4,10,36
1,48,No,9,5,6,22
2,40,No,4,4,6,20
7,55,No,6,4,11,45
1,57,Yes,4,9,10,32
1,93,No,7,7,8,68
1,86,No,4,9,10,55
8,45,No,9,0,8,38
4,41,Yes,8,7,11,23
4,48,Yes,9,6,10,33
2,43,No,9,0,2,22
1,84,Yes,8,8,9,60
9,62,No,4,3,12,58
7,93,Yes,4,6,13,84
4,82,No,8,2,6,67
6,84,Yes,7,7,13,79
2,82,No,5,3,5,61
7,90,Yes,6,1,8,80
2,47,Yes,8,1,3,27
8,78,No,4,7,15,72
8,64,No,6,7,15,61
1,55,Yes,4,0,1,25
8,74,No,5,5,13,67
2,56,No,5,8,10,33
6,57,No,8,8,14,46
1,99,No,6,1,2,73
5,66,Yes,9,7,12,54
7,54,No,6,7,14,44
1,99,Yes,9,3,4,74
2,56,Yes,5,3,5,31
7,82,No,4,4,11,73
6,44,No,9,9,15,34
3,55,Yes,9,6,9,36
2,54,No,8,0,2,27
4,81,No,7,8,12,66
3,85,Yes,5,2,5,66
7,73,Yes,9,3,10,64
8,87,Yes,5,6,14,82
2,58,No,8,4,6,34
7,47,No,4,4,11,38
8,86,Yes,6,0,8,79
6,49,Yes,5,1,7,35
6,44,No,8,4,10,33
1,91,No,8,1,2,65
4,87,No,8,0,4,69
1,92,Yes,6,9,10,66
4,65,No,5,2,6,45
2,61,No,9,0,2,37
5,83,Yes,8,9,14,71
9,62,No,6,7,16,59
3,52,Yes,4,7,10,32
8,48,No,7,7,15,40
3,88,Yes,5,6,9,73
6,59,Yes,6,6,12,48
4,67,Yes,7,1,5,52
8,83,No,7,8,16,79
6,96,No,6,6,12,85
8,76,No,9,4,12,72
1,63,No,9,3,4,39
6,83,Yes,6,7,13,72
1,72,No,6,4,5,51
1,59,No,8,5,6,36
8,99,Yes,4,3,11,89
7,87,Yes,9,1,8,82
3,69,Yes,8,6,9,51
6,83,Yes,7,1,7,75
9,48,No,7,6,15,44
7,84,Yes,7,6,13,72
3,88,No,6,0,3,66
6,56,No,5,9,15,41
4,75,Yes,8,9,13,59
3,53,Yes,5,2,5,31
9,58,Yes,4,2,11,54
2,46,Yes,4,5,7,23
1,98,Yes,8,2,3,75
2,42,No,7,8,10,21
7,72,Yes,9,4,11,69
1,83,No,4,5,6,56
6,71,Yes,5,5,11,60
7,86,No,5,7,14,79
9,50,No,9,9,18,47
8,81,No,6,2,10,72
6,41,Yes,7,8,14,31
3,65,Yes,6,6,9,45
8,43,Yes,8,5,13,40
7,56,No,4,0,7,46
3,56,No,9,3,6,38
9,67,Yes,9,4,13,64
2,69,Yes,9,1,3,46
3,79,No,6,0,3,58
2,62,No,6,1,3,37
1,85,Yes,8,7,8,62
4,63,Yes,5,9,13,49
5,68,Yes,5,5,10,53
6,43,No,8,9,15,30
5,77,No,9,1,6,59
1,68,Yes,5,8,9,40
3,58,Yes,8,7,10,37
1,66,Yes,5,3,4,41
5,68,Yes,8,9,14,56
5,95,Yes,5,6,11,81
6,75,No,9,2,8,66
8,74,Yes,6,5,13,71
1,91,No,6,2,3,64
4,45,No,9,9,13,31
1,98,No,5,2,3,72
9,62,No,9,8,17,57
7,78,No,8,5,12,67
7,85,No,6,7,14,76
5,83,No,4,3,8,68
7,87,No,5,3,10,78
2,91,Yes,4,7,9,68
4,47,Yes,4,6,10,25
7,94,Yes,7,4,11,86
3,41,Yes,4,1,4,15
2,52,Yes,4,5,7,28
2,79,No,9,0,2,58
1,96,No,7,6,7,72
5,60,No,7,8,13,45
6,70,No,7,4,10,59
6,91,No,8,4,10,78
9,87,Yes,7,6,15,84
4,75,Yes,9,4,8,56
1,87,No,8,9,10,62
6,91,Yes,5,3,9,78
5,77,Yes,8,0,5,62
6,66,Yes,5,5,11,54
3,75,Yes,7,8,11,57
2,87,Yes,7,3,5,61
6,62,No,5,9,15,49
1,94,Yes,6,3,4,71
7,60,Yes,9,4,11,55
7,52,No,8,5,12,44
7,76,No,9,2,9,68
1,86,No,9,8,9,60
4,65,No,4,0,4,45
7,79,No,7,5,12,72
9,46,No,8,5,14,41
5,85,No,9,7,12,73
2,78,No,8,4,6,57
7,61,Yes,9,8,15,55
1,78,No,7,8,9,53
7,62,No,9,1,8,53
6,97,Yes,5,4,10,87
7,69,No,7,6,13,61
3,57,No,8,1,4,38
3,81,No,6,6,9,60
7,57,No,9,8,15,49
2,85,Yes,5,7,9,64
1,49,Yes,7,9,10,23
9,78,No,4,8,17,72
9,69,Yes,7,3,12,71
7,65,Yes,8,7,14,59
7,46,Yes,8,8,15,38
3,46,Yes,4,9,12,24
2,44,Yes,5,1,3,18
7,40,Yes,8,9,16,33
9,85,No,5,2,11,81
1,57,No,5,0,1,30
4,52,Yes,7,0,4,32
6,64,Yes,5,9,15,50
7,79,Yes,9,5,12,73
7,47,No,8,0,7,38
2,49,No,8,4,6,28
4,71,No,6,5,9,57
5,56,No,5,8,13,41
1,77,No,6,5,6,52
1,54,No,7,3,4,26
3,54,Yes,6,0,3,28
3,96,No,5,5,8,74
8,87,No,8,6,14,81
9,79,No,7,4,13,81
1,90,Yes,5,5,6,61
2,59,No,7,9,11,38
2,54,Yes,4,7,9,29
4,74,Yes,5,0,4,57
2,45,No,4,7,9,21
7,69,No,6,1,8,57
9,96,No,5,1,10,94
7,47,Yes,4,7,14,39
6,70,No,9,1,7,59
1,87,Yes,8,7,8,64
9,86,Yes,6,4,13,83
5,71,No,5,8,13,53
5,84,No,5,8,13,70
6,97,No,8,7,13,92
9,91,Yes,8,8,17,92
8,54,No,4,6,14,47
8,57,Yes,4,7,15,51
8,52,No,4,5,13,45
1,63,Yes,7,8,9,34
1,79,No,6,1,2,50
8,53,No,5,2,10,45
5,67,Yes,6,1,6,54
9,50,Yes,8,5,14,52
2,45,No,9,2,4,20
9,95,Yes,6,0,9,93
8,64,Yes,6,3,11,53
9,40,Yes,4,4,13,35
4,64,Yes,8,3,7,48
1,41,No,6,5,6,18
1,71,Yes,5,2,3,43
5,52,No,4,9,14,36
2,72,No,6,5,7,51
8,71,No,8,9,17,65
5,95,Yes,9,0,5,81
5,63,No,5,5,10,45
2,66,No,9,7,9,46
7,43,No,8,9,16,32
8,63,No,8,7,15,60
1,62,No,8,0,1,33
2,68,Yes,9,6,8,45
4,73,No,7,9,13,54
5,60,Yes,5,9,14,46
2,69,No,8,3,5,49
1,65,No,7,5,6,38
9,59,Yes,4,5,14,53
1,55,Yes,7,4,5,30
4,42,No,4,9,13,24
2,88,No,9,8,10,69
4,76,No,7,9,13,57
8,97,No,9,7,15,94
8,79,No,8,5,13,77
9,83,Yes,7,3,12,79
5,64,No,7,3,8,50
7,62,No,8,8,15,52
3,83,Yes,4,3,6,64
4,98,Yes,8,6,10,86
9,40,No,5,5,14,33
1,72,Yes,7,1,2,47
2,54,Yes,5,4,6,31
5,56,Yes,8,2,7,42
3,73,No,9,8,11,54
2,56,No,8,9,11,33
1,91,No,6,0,1,61
3,97,Yes,5,9,12,78
1,80,No,6,3,4,55
1,83,No,5,3,4,59
1,43,Yes,9,8,9,20
8,52,No,6,0,8,43
3,43,Yes,6,1,4,19
1,46,Yes,5,0,1,17
7,85,Yes,8,0,7,73
3,98,Yes,4,0,3,72
8,48,No,8,2,10,39
4,62,No,4,3,7,44
4,72,No,5,9,13,52
5,72,Yes,7,1,6,58
6,59,No,8,0,6,45
7,43,No,6,4,11,36
4,40,Yes,8,5,9,22
8,93,Yes,5,1,9,86
6,81,No,7,2,8,68
1,73,Yes,7,9,10,47
1,66,No,8,2,3,40
9,60,Yes,8,1,10,58
6,63,Yes,9,3,9,53
8,54,No,8,4,12,46
7,74,Yes,5,7,14,66
6,64,Yes,4,5,11,49
4,94,Yes,9,8,12,77
7,48,No,4,2,9,36
9,56,No,6,9,18,55
7,60,No,5,8,15,49
1,99,Yes,9,3,4,76
9,52,Yes,7,7,16,45
4,42,Yes,9,9,13,28
3,43,Yes,6,6,9,25
4,43,No,7,6,10,27
4,82,No,9,8,12,67
2,67,Yes,7,9,11,44
1,46,No,8,1,2,18
1,65,No,7,4,5,37
8,50,No,9,2,10,43
2,63,Yes,7,6,8,43
5,82,No,5,2,7,66
4,49,No,8,4,8,34
8,76,No,8,4,12,77
2,52,No,6,1,3,31
9,83,No,8,0,9,80
7,81,Yes,4,5,12,71
7,78,No,5,0,7,69
1,58,No,6,8,9,34
2,90,Yes,4,9,11,69
4,58,No,7,4,8,44
4,51,Yes,4,0,4,30
3,91,Yes,6,7,10,73
7,61,Yes,8,0,7,52
8,86,Yes,5,3,11,81
2,76,No,6,6,8,52
4,95,No,4,3,7,77
3,69,Yes,4,4,7,44
2,85,No,6,6,8,62
6,51,Yes,9,3,9,44
4,68,No,9,4,8,51
6,60,No,6,6,12,48
2,50,Yes,9,0,2,30
4,99,No,6,2,6,82
6,76,Yes,8,0,6,61
5,87,No,6,2,7,72
3,97,No,7,1,4,78
8,57,No,5,4,12,53
7,83,Yes,5,9,16,78
3,98,Yes,7,4,7,79
6,66,Yes,4,9,15,56
4,76,No,4,8,12,58
5,87,Yes,4,7,12,72
5,51,Yes,4,2,7,37
7,62,Yes,8,0,7,56
5,73,No,7,4,9,59
3,77,No,5,2,5,54
5,62,No,7,4,9,47
7,92,No,5,8,15,84
5,64,Yes,4,0,5,50
5,43,No,8,0,5,27
9,69,Yes,6,8,17,67
3,69,No,6,2,5,48
6,52,Yes,9,9,15,42
1,81,Yes,4,4,5,55
5,88,No,4,8,13,73
8,53,Yes,7,4,12,46
5,95,Yes,8,2,7,81
9,86,Yes,8,8,17,82
6,47,Yes,7,6,12,35
8,94,No,8,6,14,92
8,63,No,8,7,15,59
3,57,Yes,6,4,7,35
7,74,No,8,1,8,65
7,64,Yes,4,8,15,53
6,56,Yes,6,2,8,45
7,71,No,4,1,8,61
2,95,Yes,4,9,11,74
9,63,No,7,9,18,60
1,46,Yes,9,4,5,23
1,52,No,8,7,8,25
3,66,No,8,2,5,45
3,87,Yes,8,5,8,68
1,44,No,8,8,9,21
7,75,Yes,6,1,8,65
4,65,No,5,7,11,45
2,81,Yes,4,9,11,58
5,84,No,9,6,11,76
6,70,No,9,2,8,57
9,49,No,5,0,9,46
4,85,Yes,5,5,9,68
2,65,No,5,1,3,40
5,61,Yes,6,2,7,45
3,51,No,5,4,7,31
2,71,No,6,7,9,50
1,66,Yes,7,1,2,43
2,72,No,7,5,7,50
6,92,Yes,9,0,6,80
8,91,Yes,7,6,14,90
3,59,Yes,6,3,6,38
9,78,Yes,6,0,9,73
9,80,Yes,4,8,17,78
2,79,No,5,8,10,54
8,98,Yes,8,2,10,92
5,52,No,8,5,10,39
4,53,Yes,5,6,10,41
5,83,Yes,8,3,8,71
4,79,No,8,5,9,65
8,92,No,8,8,16,87
4,61,Yes,9,9,13,47
6,57,Yes,6,5,11,42
2,87,No,6,6,8,62
5,68,No,6,5,10,54
6,82,Yes,5,6,12,71
5,55,Yes,7,0,5,42
2,85,Yes,9,5,7,64
7,74,No,9,8,15,70
4,92,Yes,8,2,6,77
8,73,No,4,5,13,62
7,42,No,6,3,10,28
7,43,Yes,9,6,13,36
9,93,Yes,9,6,15,92
1,44,No,4,8,9,18
6,49,Yes,8,3,9,37
6,91,Yes,9,7,13,81
6,68,No,9,7,13,57
6,71,Yes,7,7,13,61
7,70,No,4,7,14,62
6,41,No,8,5,11,27
1,51,Yes,8,7,8,26
3,66,No,6,5,8,48
2,44,No,7,9,11,18
6,76,Yes,8,1,7,66
8,66,No,7,2,10,59
3,62,Yes,6,5,8,41
8,72,No,4,6,14,64
8,43,No,9,3,11,40
5,98,No,9,0,5,84
8,60,No,5,3,11,51
6,63,No,5,5,11,49
5,83,No,5,7,12,67
9,70,No,9,3,12,70
7,83,Yes,7,9,16,75
8,87,No,5,0,8,80
1,63,Yes,4,4,5,35
2,88,No,8,6,8,65
8,92,No,7,5,13,86
9,49,Yes,9,2,11,45
4,88,Yes,4,6,10,69
9,88,Yes,9,3,12,86
4,89,No,7,4,8,75
9,41,Yes,7,6,15,39
7,70,No,7,1,8,59
2,64,No,6,3,5,42
9,43,Yes,8,3,12,42
4,90,No,5,5,9,70
8,50,Yes,6,6,14,48
7,56,Yes,8,3,10,49
7,83,Yes,9,9,16,78
8,41,Yes,5,0,8,34
1,45,No,6,0,1,18
5,48,No,6,4,9,33
2,44,Yes,4,0,2,20
2,59,Yes,6,2,4,35
1,68,No,7,8,9,46
5,60,No,9,2,7,42
2,48,Yes,6,2,4,23
4,67,No,7,8,12,51
3,94,No,8,4,7,75
3,47,No,8,7,10,27
2,70,No,7,9,11,48
6,59,Yes,4,8,14,45
2,66,No,4,5,7,40
8,47,Yes,8,6,14,42
8,93,Yes,9,6,14,90
5,60,Yes,6,6,11,45
7,67,No,8,3,10,55
4,62,No,8,1,5,45
1,45,Yes,7,1,2,20
2,42,No,4,6,8,15
4,44,Yes,9,9,13,28
1,48,Yes,7,6,7,25
8,46,No,8,9,17,39
9,99,No,5,6,15,96
4,43,No,6,7,11,24
3,78,Yes,8,2,5,63
2,44,Yes,7,4,6,19
5,50,No,5,5,10,31
3,54,Yes,5,7,10,35
7,73,Yes,8,7,14,65
6,52,Yes,9,9,15,41
1,93,No,4,2,3,65
8,87,No,5,3,11,83
2,46,No,6,5,7,22
5,79,Yes,7,3,8,68
9,45,No,7,9,18,40
8,95,Yes,7,3,11,92
2,78,Yes,8,4,6,54
9,89,Yes,7,9,18,90
5,69,No,7,6,11,57
6,61,Yes,6,1,7,47
3,64,No,4,1,4,43
3,67,Yes,9,9,12,50
8,93,No,8,8,16,91
2,59,No,8,3,5,34
2,78,No,7,4,6,54
5,42,No,6,2,7,26
6,44,No,5,1,7,34
2,40,No,7,9,11,18
5,54,No,7,7,12,38
7,65,No,8,3,10,57
8,42,Yes,8,0,8,34
7,79,Yes,7,5,12,68
8,96,Yes,8,5,13,92
9,80,Yes,6,1,10,77
5,86,Yes,5,1,6,71
5,81,No,5,7,12,67
4,73,No,5,6,10,59
9,91,No,7,1,10,91
5,44,No,9,9,14,29
2,70,No,7,0,2,48
8,90,Yes,7,7,15,90
7,52,Yes,6,9,16,48
8,82,No,5,1,9,77
3,40,Yes,8,4,7,20
4,61,Yes,8,5,9,42
5,54,No,4,9,14,37
6,65,No,4,0,6,52
1,57,Yes,9,1,2,33
4,87,Yes,8,9,13,72
5,48,No,5,3,8,34
7,40,Yes,7,1,8,33
5,82,No,8,5,10,71
1,48,Yes,9,3,4,25
7,62,Yes,9,2,9,55
8,82,No,8,5,13,76
7,84,Yes,4,8,15,76
4,97,No,5,7,11,81
8,41,Yes,8,1,9,35
5,53,Yes,7,2,7,35
9,77,No,7,1,10,74
5,79,Yes,6,9,14,66
1,57,No,7,6,7,31
9,55,No,8,8,17,54
5,92,Yes,8,0,5,79
6,68,No,7,2,8,58
4,83,No,4,5,9,66
6,50,No,5,3,9,36
8,45,Yes,9,9,17,44
3,42,No,8,9,12,26
5,53,No,7,0,5,37
2,99,Yes,9,8,10,82
2,41,No,7,6,8,18
7,71,No,8,6,13,66
6,70,No,6,0,6,60
4,50,Yes,5,8,12,32
5,61,Yes,8,7,12,51
1,42,Yes,9,9,10,18
7,89,Yes,7,4,11,82
8,70,Yes,6,3,11,66
9,72,Yes,8,0,9,69
8,63,No,5,8,16,59
5,40,Yes,6,7,12,26
3,83,Yes,9,1,4,63
9,54,Yes,7,3,12,52
6,76,Yes,4,3,9,66
5,66,No,5,6,11,51
3,77,No,6,2,5,54
6,87,Yes,8,7,13,77
3,66,No,8,6,9,45
6,83,Yes,6,9,15,77
4,51,No,8,3,7,32
2,42,Yes,6,8,10,15
8,69,Yes,5,5,13,62
4,71,Yes,8,2,6,55
9,62,Yes,5,6,15,59
7,41,No,7,5,12,32
2,46,Yes,7,7,9,21
4,73,No,7,4,8,56
5,71,No,7,5,10,55
3,92,No,8,0,3,74
9,78,Yes,6,7,16,74
5,71,No,8,0,5,56
2,82,No,9,2,4,58
3,82,No,8,1,4,64
9,53,Yes,5,5,14,49
7,42,No,6,7,14,31
2,85,Yes,4,7,9,64
9,71,No,4,6,15,63
4,82,No,6,6,10,66
9,75,Yes,4,7,16,73
2,56,Yes,6,4,6,38
4,87,No,5,2,6,70
5,42,Yes,5,1,6,27
2,96,No,8,2,4,72
1,49,No,4,2,3,21
7,92,Yes,6,6,13,85
1,86,Yes,5,0,1,62
8,79,Yes,8,6,14,73
3,57,No,4,5,8,32
6,42,No,4,9,15,30
